Addresses,Prices,Beds,Baths,Square Footage,Zip Code,State,City,Street Address
"1230 June Ln San Angelo, TX 76905","$1,595/mo",5bd,2.5ba,"1,584 sqft",76905,TX,San Angelo,1230 June Ln
"Ellwood at Lake Travis Austin, TX 78745","$1,230 - $1,995/mo",1-3bd,1-2ba,No Data,78745,TX,Austin,Ellwood at Lake Travis
"The Monterra Austin, TX 78727","$1,570 - $2,553/mo",1-3bd,1-2ba,No Data,78727,TX,Austin,The Monterra
"7701 Rialto Blvd #817 Austin, TX 78735","$2,000/mo",2bd,2ba,"1,239 sqft",78735,TX,Austin,7701 Rialto Blvd #817
"11817 Bastrop St Manor, TX 78653","$2,050/mo",3bd,2ba,"1,698 sqft",78653,TX,Manor,11817 Bastrop St
"144 Creek Meadow Dr Mabank, TX 75147","$1,999/mo",4bd,2ba,"1,705 sqft",75147,TX,Mabank,144 Creek Meadow Dr
"24685 Richards Rd Hempstead, TX 77445","$1,300/mo",3bd,2ba,"1,120 sqft",77445,TX,Hempstead,24685 Richards Rd
"1414 Polk St Wichita Falls, TX 76309",$800/mo,2bd,1ba,"1,072 sqft",76309,TX,Wichita Falls,1414 Polk St
"120 Waterlily Way Hutto, TX 78634","$2,200/mo",3bd,2ba,"1,787 sqft",78634,TX,Hutto,120 Waterlily Way
"1113 Burin Dr Georgetown, TX 78626","$2,299/mo",4bd,3ba,"2,107 sqft",78626,TX,Georgetown,1113 Burin Dr
"492 Perryville Loop Liberty Hill, TX 78642","$2,620/mo",4bd,2.5ba,"2,184 sqft",78642,TX,Liberty,"492 Perryville Loop  Hill, TX 78642"
"136 Belford St Georgetown, TX 78628","$2,995/mo",3bd,2.5ba,"2,177 sqft",78628,TX,Georgetown,136 Belford St
"193 Banjo Trl Newark, TX 76071","$2,039/mo",4bd,2.5ba,"2,153 sqft",76071,TX,Newark,193 Banjo Trl
"Eaglewood Lofts North Salt Lake, UT 84054","$1,300 - $2,359/mo",1-3bd,1-2ba,No Data,84054,UT,North Salt Lake,Eaglewood Lofts
"1379 N  2325 W Layton, UT 84041","$2,700/mo",4bd,3ba,"1,688 sqft",84041,UT,Layton,1379 N  2325 W
"Sky Harbor Apartments Salt Lake City, UT 84116","$1,004 - $1,444/mo",Studio-2bd,1ba,No Data,84116,UT,Salt Lake City,Sky Harbor Apartments
"8945 S  Sunspring Dr West Jordan, UT 84088","$2,755/mo",5bd,3ba,"2,792 sqft",84088,UT,West Jordan,8945 S  Sunspring Dr
"5123 W  6275 S West Jordan, UT 84081","$2,000/mo",3bd,2ba,"1,737 sqft",84081,UT,West Jordan,5123 W  6275 S
"9317 S  Springwood Ln Sandy, UT 84093","$2,800/mo",5bd,3ba,"3,264 sqft",84093,UT,Sandy,9317 S  Springwood Ln
"8544 Ranch Club Ct Park City, UT 84098","$12,500/mo",3bd,5ba,"4,187 sqft",84098,UT,Park City,8544 Ranch Club Ct
"MD 400 E - 1540 Orem, UT 84058",$975/mo,2bd,1ba,No Data,84058,UT,Orem,MD 400 E - 1540
"930 S  1600 E Pleasant Grove, UT 84062","$3,230/mo",4bd,2.5ba,"2,788 sqft",84062,UT,Pleasant Grove,930 S  1600 E
"2636 N  700 E Provo, UT 84604","$2,100/mo",3bd,2ba,"1,464 sqft",84604,UT,Provo,2636 N  700 E
"3018 E  Broken Mesa Dr Saint George, UT 84790","$3,095/mo",5bd,4ba,"3,009 sqft",84790,UT,,
"3608 Tyler Ave  #B Ogden, UT 84403","$1,395/mo",3bd,1ba,"1,062 sqft",84403,UT,Ogden,3608 Tyler Ave  #B
"271 Jasper Mine Rd Colchester, VT 05446","$1,900/mo",3bd,2ba,"1,412 sqft",05446,VT,,
"57 Broad St   #5 Claremont, NH 03743",$925/mo,Studio,1ba,No Data,03743,NH,Claremont,57 Broad St   #5
"The Point at Pentagon City Arlington, VA 22202","$1,730 - $2,485/mo",Studio-2bd,1-2ba,No Data,22202,VA,Arlington,The Point at Pentagon City
"3705 8th St S Arlington, VA 22204","$1,350/mo",Studio,1ba,500 sqft,22204,VA,Arlington,3705 8th St S
"The Reserve at Stone Port Harrisonburg, VA 22801","$1,520 - $2,340/mo",1-3bd,1-3ba,No Data,22801,VA,Harrisonburg,The Reserve at Stone Port
"5906 Nellie Ln King George, VA 22485","$2,400/mo",4bd,2.5ba,"3,308 sqft",22485,VA,King George,5906 Nellie Ln
"2639 Wayside Dr Chesterfield, VA 23838","$1,195/mo",2bd,1ba,900 sqft,23838,VA,,
"eaves Tysons Corner Vienna, VA 22182","$1,935 - $2,240/mo",1-2bd,1-2ba,No Data,22182,VA,Tysons,"eaves  Corner Vienna, VA 22182"
"5510 Dam View Ct Burke, VA 22015","$2,900/mo",3bd,2.5ba,"2,100 sqft",22015,VA,Burke,5510 Dam View Ct
"5808 Cove Landing Rd #201 Burke, VA 22015","$2,200/mo",3bd,2ba,"1,079 sqft",22015,VA,Burke,5808 Cove Landing Rd #201
"2003 Farrington Ave Alexandria, VA 22303","$2,000/mo",2bd,1ba,"1,200 sqft",22303,VA,Alexandria,2003 Farrington Ave
"565 Sunnyside Ln   #B Christiansburg, VA 24073",$875/mo,2bd,1ba,780 sqft,24073,VA,Christiansburg,565 Sunnyside Ln   #B
"55 Fleetwood Ln Manakin Sabot, VA 23103","$2,400/mo",3bd,2ba,"2,000 sqft",23103,VA,,
"2011 Rocky Point Pkwy Henrico, VA 23238","$2,200/mo",3bd,2.5ba,"1,872 sqft",23238,VA,,
"6300 Thomas Paine Dr Williamsburg, VA 23188","$3,100/mo",4bd,3ba,"3,716 sqft",23188,VA,Williamsburg,6300 Thomas Paine Dr
"411 Hanrahan Ct SE Leesburg, VA 20175","$3,450/mo",4bd,3.5ba,"3,516 sqft",20175,VA,Leesburg,411 Hanrahan Ct SE
"2702 Newton Ct Blacksburg, VA 24060","$1,450/mo",3bd,2.5ba,No Data,24060,VA,Blacksburg,2702 Newton Ct
"3213 Acadia Dr Charlottesville, VA 22911","$2,300/mo",3bd,3ba,"1,917 sqft",22911,VA,Charlottesville,3213 Acadia Dr
"13125 Oakwood Dr Woodbridge, VA 22192","$2,795/mo",5bd,3ba,"2,395 sqft",22192,VA,Woodbridge,13125 Oakwood Dr
"3011 Shire Cir Radford, VA 24141","$1,250/mo",1bd,1ba,No Data,24141,VA,Radford,3011 Shire Cir
"Southpoint Reserve at Stoney Creek Fredericksburg, VA 22407","$1,351 - $1,945/mo",1-2bd,1-2ba,No Data,22407,VA,Fredericksburg,Southpoint Reserve at Stoney Creek
"277 White St Abingdon, VA 24210","$1,290/mo",1bd,1ba,No Data,24210,VA,Abingdon,277 White St
"291 Cameron Station Blvd #102 Alexandria, VA 22304","$3,100/mo",3bd,2.5ba,"1,642 sqft",22304,VA,Alexandria,291 Cameron Station Blvd #102
"2118 Angus Rd   #20 Charlottesville, VA 22901","$1,175/mo",1bd,1ba,600 sqft,22901,VA,Charlottesville,2118 Angus Rd   #20
"841 Main St   #A Danville, VA 24541","$3,000/mo",3bd,3.5ba,"4,130 sqft",24541,VA,Danville,841 Main St   #A
"716 Todds Ln Hampton, VA 23666","$2,500/mo",4bd,2ba,"2,400 sqft",23666,VA,Hampton,716 Todds Ln
"8387 Oakgrove Ct Manassas, VA 20110","$2,250/mo",3bd,4ba,"1,440 sqft",20110,VA,Manassas,8387 Oakgrove Ct
"3475 Azalea Garden Rd   #17 Norfolk, VA 23513",$995/mo,1bd,1ba,No Data,23513,VA,Norfolk,3475 Azalea Garden Rd   #17
"201 Westover Ave #206 Norfolk, VA 23507","$1,800/mo",2bd,2ba,"1,044 sqft",23507,VA,Norfolk,201 Westover Ave #206
"230 N. Sycamore St Petersburg, VA 23803","$995 - $1,295/mo",Studio-2bd,1-2ba,No Data,23803,VA,Petersburg,230 N. Sycamore St
"3213 W  Grace St Richmond, VA 23221","$2,600/mo",4bd,1.5ba,"1,742 sqft",23221,VA,Richmond,3213 W  Grace St
"1506 Hickory St Richmond, VA 23222","$1,250/mo",2bd,1ba,725 sqft,23222,VA,Richmond,1506 Hickory St
"441 W  7th St Richmond, VA 23224","$6,000/mo",5bd,5ba,"3,068 sqft",23224,VA,Richmond,441 W  7th St
"724 Nixon Dr Suffolk, VA 23434","$1,500/mo",3bd,2ba,"1,100 sqft",23434,VA,Suffolk,724 Nixon Dr
"3866 Chimney Creek Dr Virginia Beach, VA 23462","$2,000/mo",3bd,3ba,"1,600 sqft",23462,VA,Virginia Beach,3866 Chimney Creek Dr
"3837 Staffordshire Ln Williamsburg, VA 23188","$1,300/mo",2bd,1.5ba,"1,020 sqft",23188,VA,Williamsburg,3837 Staffordshire Ln
"168 Green Ave Manson, WA 98831","$2,600/mo",5bd,3ba,"3,385 sqft",98831,WA,Manson,168 Green Ave
"2108 SE 6th Ave Camas, WA 98607","$2,495/mo",3bd,2ba,"2,124 sqft",98607,WA,Camas,2108 SE 6th Ave
"5006 Nicholson Rd Vancouver, WA 98661","$1,300/mo",1bd,1ba,640 sqft,98661,WA,Vancouver,5006 Nicholson Rd
"711 Ne 3rd Ave Ephrata, WA 98823","$1,450/mo",3bd,2.5ba,No Data,98823,WA,Ephrata,711 Ne 3rd Ave
"4175 Welcome Rd   #B Langley, WA 98260","$2,000/mo",1bd,1ba,816 sqft,98260,WA,Langley,4175 Welcome Rd   #B
"Tera Apartments Kirkland, WA 98033","$2,255 - $3,185/mo",1-2bd,1-2ba,No Data,98033,WA,Kirkland,Tera Apartments
"Griffis Belltown Seattle, WA 98121","$1,775 - $3,729/mo",Studio-3bd,1-2ba,No Data,98121,WA,Seattle,Griffis Belltown
"Keelson Ballard Seattle, WA 98107","$1,776 - $3,114/mo",1-2bd,1-2ba,No Data,98107,WA,Seattle,Keelson Ballard
"Lock Vista Seattle, WA 98107","$1,514 - $3,446/mo",Studio-3bd,1-2ba,No Data,98107,WA,Seattle,Lock Vista
"1535 7th St Bremerton, WA 98337","$2,450/mo",3bd,2ba,"1,530 sqft",98337,WA,Bremerton,1535 7th St
"5050 NE Canal Ln Hansville, WA 98340","$1,900/mo",2bd,1ba,960 sqft,98340,WA,Hansville,5050 NE Canal Ln
"1014 Main St   #14 Oroville, WA 98844",$800/mo,1bd,1ba,450 sqft,98844,WA,Oroville,1014 Main St   #14
"The Larson Tacoma, WA 98466","$2,075/mo",1bd,1ba,No Data,98466,WA,Tacoma,The Larson
"13912 176th St E Puyallup, WA 98374","$2,497/mo",4bd,2ba,"1,859 sqft",98374,WA,Puyallup,13912 176th St E
"7423 SE Tacoma, WA 98404","$2,900/mo",3bd,2ba,"1,260 sqft",98404,WA,Tacoma,7423 SE
"7432 Tacoma Ave S Tacoma, WA 98408","$2,385/mo",2bd,1ba,648 sqft,98408,WA,Tacoma,7432  Ave S
"Brackett Edmonds, WA 98020","$1,845 - $2,280/mo",1-2bd,1-2ba,No Data,98020,WA,Edmonds,Brackett
"14031 61st Ave SE Everett, WA 98208","$2,999/mo",3bd,2.5ba,"1,476 sqft",98208,WA,Everett,14031 61st Ave SE
"Newly Renovated Studio and One Bedroom Units Everett, WA 98201","$1,375/mo",1bd,1ba,No Data,98201,WA,Everett,Newly Renovated Studio and One Bedroom Units
"13404 32nd Dr SE Mill Creek, WA 98012","$3,699/mo",4bd,2.5ba,"2,043 sqft",98012,WA,Mill Creek,13404 32nd Dr SE
"2920 S  Windsor Rd Spokane, WA 99224","$1,400/mo",3bd,2ba,"1,680 sqft",99224,WA,Spokane,2920 S  Windsor Rd
"2618 N  Calispel St Spokane, WA 99205","$1,600/mo",3bd,2ba,No Data,99205,WA,Spokane,2618 N  Calispel St
"425 S  Main Ave  #B-C Deer Park, WA 99006","$1,250/mo",2bd,2ba,950 sqft,99006,WA,Deer Park,425 S  Main Ave  #B-C
"Tumwater Pointe Apartments Olympia, WA 98501","$1,700 - $2,325/mo",1-3bd,1-2ba,No Data,98501,WA,Olympia,Tumwater Pointe Apartments
"1128 Sleater Kinney Rd   SE #1 Lacey, WA 98503","$1,500/mo",1bd,1ba,847 sqft,98503,WA,Lacey,1128 Sleater Kinney Rd   SE #1
"OR921 Bellingham, WA 98226","$1,825/mo",2bd,2ba,No Data,98226,WA,Bellingham,OR921
"635 SE Taylor St   #1 Pullman, WA 99163","$1,000/mo",1bd,1ba,725 sqft,99163,WA,Pullman,635 SE Taylor St   #1
"312 E  11th Ave Ranson, WV 25438","$1,250/mo",2bd,1.5ba,"1,032 sqft",25438,WV,Ranson,312 E  11th Ave
"1205 Headley Ct   #1 Fairmont, WV 26554","$1,150/mo",2bd,1.5ba,"1,000 sqft",26554,WV,Fairmont,1205 Headley Ct   #1
"812 Harrison St Morgantown, WV 26505",$850/mo,2bd,1ba,657 sqft,26505,WV,Morgantown,812 Harrison St
"376 Brockway Ave  #B Morgantown, WV 26501","$1,800/mo",3bd,3ba,No Data,26501,WV,Morgantown,376 Brockway Ave  #B
"101 Miracle Dr Saint Albans, WV 25177",$481/mo,Studio,1ba,480 sqft,25177,WV,,
"1810-1828 9th St Green Bay, WI 54304",$750/mo,2bd,1ba,850 sqft,54304,WI,Green Bay,1810-1828 9th St
"302 E  Harrison St Appleton, WI 54915","$1,399/mo",5bd,1ba,No Data,54915,WI,Appleton,302 E  Harrison St
"509 Hilldale Ct Madison, WI 53705","$2,995/mo",2bd,1ba,788 sqft,53705,WI,Madison,509 Hilldale Ct
"1 bed, 380 sqft, $1,015 Madison, WI 53703","$1,015/mo",1bd,1ba,No Data,53703,WI,Madison,"1 bed, 380 sqft, $1,015"
"Middleton Station Middleton, WI 53562","$1,575/mo",1bd,1ba,No Data,53562,WI,Middleton, Station
"Boyceville Manor Apartments Boyceville, WI 54725",$650/mo,2bd,1ba,No Data,54725,WI,Boyceville, Manor Apartments
"800 Fairfield Dr Platteville, WI 53818",$725/mo,1bd,1ba,600 sqft,53818,WI,Platteville,800 Fairfield Dr
"Kathleen's Court Apts. (BPKC) Kenosha, WI 53144","$1,325/mo",2bd,2ba,No Data,53144,WI,Kenosha,Kathleen's Court Apts. (BPKC)
"1113 Landfried Ave Mosinee, WI 54455",$995/mo,3bd,2ba,"1,500 sqft",54455,WI,Mosinee,1113 Landfried Ave
"4522 N  22nd St Milwaukee, WI 53209","$1,320/mo",3bd,1.5ba,"1,149 sqft",53209,WI,Milwaukee,4522 N  22nd St
"2329-2359 South 51st Street - 2329-101 Milwaukee, WI 53219","$1,150/mo",2bd,2ba,No Data,53219,WI,Milwaukee,2329-2359 South 51st Street - 2329-101
"5229 N  Sherman Blvd #5229A Milwaukee, WI 53209",$948/mo,4bd,2ba,"1,728 sqft",53209,WI,Milwaukee,5229 N  Sherman Blvd #5229A
"10911 W  Langlade St   #10911 Milwaukee, WI 53225","$1,395/mo",3bd,1.5ba,"1,500 sqft",53225,WI,Milwaukee,10911 W  Langlade St   #10911
"1 bed, 650 sqft, $999 Appleton, WI 54914",$999/mo,1bd,1ba,No Data,54914,WI,Appleton,"1 bed, 650 sqft, $999"
"234 Water St Red Wing, MN 55066","$1,550/mo",2bd,2ba,"1,344 sqft",55066,MN,Red Wing,234 Water St
"Cranston Terrace Beloit, WI 53511",$850 - $900/mo,2bd,1ba,No Data,53511,WI,Beloit,Cranston Terrace
"Zander Place Cross Plains, WI 53528","$1,360 - $1,625/mo",1-2bd,1-2ba,No Data,53528,WI,Cross Plains,Zander Place
"230 Hilldale Dr Hartford, WI 53027","$1,425/mo",2bd,2ba,"1,450 sqft",53027,WI,Hartford,230 Hilldale Dr
"Rosewood Glen New London, WI 54961",$745/mo,2bd,1ba,No Data,54961,WI,New London,Rosewood Glen
"1 bed, 1.0 bath, 650 sqft, $650 Neenah, WI 54956",$650/mo,1bd,1ba,No Data,54956,WI,Neenah,"1 bed, 1.0 bath, 650 sqft, $650"
"2315 Wills Rd Cheyenne, WY 82001","$1,375/mo",2bd,2ba,"1,025 sqft",82001,WY,Cheyenne,2315 Wills Rd
"935 Upper Cache Creek Dr Jackson, WY 83001","$8,750/mo",6bd,4.5ba,"2,852 sqft",83001,WY,Jackson,935 Upper Cache Creek Dr
